totalOperations,36
expansions,reached,frontier,maxDepth
1115000,3987364,2872364,30
1116000,3991122,2875122,30
1117000,3994798,2877798,30
1118000,3998350,2880350,30
1119000,4001646,2882646,30
1120000,4005093,2885093,30
1121000,4008886,2887886,30
1122000,4012969,2890969,30
1123000,4016443,2893443,30
1124000,4020421,2896421,30
1125000,4024070,2899070,30
1126000,4027499,2901499,30
1127000,4031608,2904608,30
1128000,4035601,2907601,30
1129000,4039446,2910446,30
1130000,4043139,2913139,30
1131000,4046627,2915627,30
1132000,4050015,2918015,30
1133000,4054019,2921019,30
1134000,4057895,2923895,30
1135000,4061585,2926585,30
1136000,4064828,2928828,30
1137000,4068118,2931118,30
1138000,4071038,2933038,30
1139000,4074323,2935323,30
1140000,4077823,2937823,30
1141000,4081672,2940672,30
1142000,4085500,2943500,30
1143000,4089245,2946245,30
1144000,4092913,2948913,30
1145000,4096714,2951714,30
1146000,4100263,2954263,30
1147000,4103746,2956746,30
1148000,4107179,2959179,30
1149000,4110809,2961809,30
1150000,4114430,2964430,30
1151000,4118357,2967357,30
1152000,4122303,2970303,30
1153000,4125885,2972885,30
1154000,4129181,2975181,30
1155000,4132152,2977152,30
1156000,4135900,2979900,30
1157000,4139614,2982614,30
1158000,4143208,2985208,30
1159000,4146808,2987808,30
1160000,4150283,2990283,30
1161000,4153721,2992721,30
1162000,4157133,2995133,30
1163000,4160396,2997396,30
1164000,4163702,2999702,30
1165000,4166882,3001882,30
1166000,4170017,3004017,30
1167000,4173107,3006107,30
1168000,4176016,3008016,30
1169000,4179002,3010002,30
1170000,4181895,3011895,30
1171000,4184652,3013652,30
1172000,4187315,3015315,30
1173000,4189731,3016731,30
1174000,4193088,3019088,30
1175000,4196604,3021604,30
1176000,4200171,3024171,30
1177000,4203878,3026878,30
1178000,4207745,3029745,30
1179000,4211454,3032454,30
1180000,4215314,3035314,30
1181000,4218803,3037803,30
1182000,4222522,3040522,30
1183000,4226406,3043406,30
1184000,4230167,3046167,30
1185000,4233930,3048930,30
1186000,4237460,3051460,30
1187000,4241102,3054102,30
1188000,4244429,3056429,30
1189000,4247966,3058966,30
1190000,4251143,3061143,30
1191000,4254520,3063520,30
1192000,4257624,3065624,30
1193000,4260696,3067696,30
1194000,4263619,3069619,30
1195000,4266483,3071483,30
1196000,4269073,3073073,30
1197000,4272404,3075404,30
1198000,4275956,3077956,30
1199000,4279261,3080261,30
1200000,4282527,3082527,30
1201000,4285861,3084861,30
1202000,4288793,3086793,30
1203000,4291666,3088666,30
1204000,4295302,3091302,30
1205000,4298867,3093867,30
1206000,4302068,3096068,30
1207000,4305762,3098762,30
1208000,4309316,3101316,30
1209000,4312813,3103813,30
1210000,4316133,3106133,30
1211000,4319386,3108386,30
1212000,4322348,3110348,30
1213000,4325156,3112156,30
1214000,4327613,3113613,30
1215000,4330856,3115856,30
1216000,4334212,3118212,30
1217000,4337082,3120082,30
1218000,4339876,3121876,30
1219000,4343117,3124117,30
1220000,4346394,3126394,30
1221000,4349948,3128948,30
1222000,4353537,3131537,30
1223000,4357209,3134209,30
1224000,4360621,3136621,30
1225000,4364162,3139162,30
1226000,4367655,3141655,30
1227000,4370888,3143888,30
1228000,4374397,3146397,30
1229000,4377682,3148682,30
1230000,4380885,3150885,30
1231000,4384066,3153066,30
1232000,4387428,3155428,30
1233000,4390574,3157574,30
1234000,4393391,3159391,30
1235000,4396616,3161616,30
1236000,4399794,3163794,30
1237000,4402696,3165696,30
1238000,4405563,3167563,30
1239000,4408676,3169676,30
1240000,4411352,3171352,30
1241000,4414423,3173423,30
1242000,4417162,3175162,30
1243000,4419889,3176889,30
1244000,4423693,3179693,30
1245000,4427410,3182410,30
1246000,4430926,3184926,30
1247000,4434237,3187237,30
1248000,4437356,3189356,30
1249000,4440119,3191119,30
1250000,4442960,3192960,30
1251000,4446149,3195149,30
1252000,4449706,3197706,30
1253000,4453273,3200273,30
1254000,4457170,3203170,30
1255000,4460678,3205678,30
1256000,4464060,3208060,30
1257000,4467505,3210505,30
1258000,4470841,3212841,30
1259000,4474228,3215228,30
1260000,4477465,3217465,30
1261000,4480736,3219736,30
1262000,4484091,3222091,30
1263000,4487225,3224225,30
1264000,4490242,3226242,30
1265000,4493504,3228504,30
1266000,4496576,3230576,30
1267000,4499361,3232361,30
1268000,4502509,3234509,30
1269000,4505467,3236467,30
1270000,4508140,3238140,30
1271000,4510989,3239989,30
1272000,4513665,3241665,30
1273000,4516316,3243316,30
1274000,4518752,3244752,30
1275000,4521853,3246853,30
1276000,4525513,3249513,30
1277000,4529258,3252258,30
1278000,4532599,3254599,30
1279000,4536502,3257502,30
1280000,4539773,3259773,30
1281000,4543154,3262154,30
1282000,4546638,3264638,30
1283000,4549942,3266942,30
1284000,4553010,3269010,30
1285000,4555628,3270628,30
1286000,4557997,3271997,30
1287000,4561495,3274495,30
1288000,4564974,3276974,30
1289000,4568301,3279301,30
1290000,4571355,3281355,30
1291000,4573851,3282851,30
1292000,4577787,3285787,30
1293000,4581767,3288767,30
1294000,4585602,3291602,30
1295000,4589299,3294299,30
1296000,4592817,3296817,30
1297000,4596257,3299257,30
1298000,4599393,3301393,30
1299000,4603522,3304522,30
1300000,4607240,3307240,30
1301000,4611002,3310002,30
1302000,4614789,3312789,30
1303000,4618306,3315306,30
1304000,4621735,3317735,30
1305000,4625306,3320306,30
1306000,4628613,3322613,30
1307000,4631808,3324808,30
1308000,4634938,3326938,30
1309000,4638368,3329368,30
1310000,4642202,3332202,30
1311000,4645969,3334969,30
1312000,4649355,3337355,30
1313000,4652349,3339349,30
1314000,4655023,3341023,30
1315000,4659155,3344155,30
1316000,4663170,3347170,30
1317000,4666830,3349830,30
1318000,4670237,3352237,30
1319000,4673664,3354664,30
1320000,4677675,3357675,30
1321000,4681357,3360357,30
1322000,4684843,3362843,30
1323000,4688429,3365429,30
1324000,4692071,3368071,30
1325000,4695785,3370785,30
1326000,4698938,3372938,30
1327000,4702168,3375168,30
1328000,4705716,3377716,30
1329000,4709033,3380033,30
1330000,4712601,3382601,30
1331000,4715952,3384952,30
1332000,4719234,3387234,30
1333000,4721967,3388967,30
1334000,4725107,3391107,30
1335000,4728412,3393412,30
1336000,4731132,3395132,30
1337000,4734376,3397376,30
1338000,4737684,3399684,30
1339000,4740959,3401959,30
1340000,4744350,3404350,30
1341000,4748003,3407003,30
1342000,4751324,3409324,30
1343000,4754506,3411506,30
1344000,4758061,3414061,30
1345000,4761815,3416815,30
1346000,4765431,3419431,30
1347000,4768849,3421849,30
1348000,4772155,3424155,30
1349000,4775299,3426299,30
1350000,4778762,3428762,30
1351000,4782300,3431300,30
1352000,4785695,3433695,30
1353000,4789364,3436364,30
1354000,4793515,3439515,30
1355000,4797110,3442110,30
1356000,4801211,3445211,30
1357000,4804753,3447753,30
1358000,4808203,3450203,30
1359000,4811272,3452272,30
1360000,4814377,3454377,30
1361000,4817631,3456631,30
1362000,4820840,3458840,30
1363000,4824536,3461536,30
1364000,4827823,3463823,30
1365000,4831373,3466373,30
1366000,4834914,3468914,30
1367000,4838735,3471735,30
1368000,4842215,3474215,30
1369000,4846050,3477050,30
1370000,4849896,3479896,30
1371000,4853551,3482551,30
1372000,4856960,3484960,30
1373000,4860147,3487147,30
1374000,4863383,3489383,30
1375000,4867202,3492202,30
1376000,4870800,3494800,30
1377000,4874412,3497412,30
1378000,4877971,3499971,30
1379000,4881403,3502403,30
1380000,4884785,3504785,30
1381000,4888376,3507376,30
1382000,4891551,3509551,30
1383000,4895183,3512183,30
1384000,4898945,3514945,30
1385000,4902591,3517591,30
1386000,4906226,3520226,30
1387000,4909803,3522803,30
1388000,4913251,3525251,30
1389000,4916560,3527560,30
1390000,4919855,3529855,30
1391000,4923038,3532038,30
1392000,4926041,3534041,30
1393000,4928799,3535799,30
1394000,4931990,3537990,30
1395000,4936010,3541010,30
1396000,4939486,3543486,30
1397000,4943164,3546164,30
1398000,4946915,3548915,30
1399000,4950636,3551636,30
1400000,4954450,3554450,30
1401000,4958174,3557174,30
1402000,4961903,3559903,30
1403000,4965647,3562647,30
1404000,4969568,3565568,30
1405000,4973123,3568123,30
1406000,4976836,3570836,30
1407000,4980560,3573560,30
1408000,4984187,3576187,30
1409000,4987898,3578898,30
1410000,4991329,3581329,30
1411000,4995151,3584151,30
1412000,4998556,3586556,30
1413000,5002137,3589137,30
1414000,5005670,3591670,30
1415000,5009219,3594219,30
1416000,5012581,3596581,30
1417000,5015927,3598927,30
1418000,5019339,3601339,30
1419000,5022485,3603485,30
1420000,5025746,3605746,30
1421000,5028837,3607837,30
1422000,5031705,3609705,30
1423000,5035741,3612741,30
1424000,5039561,3615561,30
1425000,5043216,3618216,30
1426000,5047188,3621188,30
1427000,5050721,3623721,30
1428000,5054362,3626362,30
1429000,5057410,3628410,30
1430000,5060101,3630101,30
1431000,5062909,3631909,30
1432000,5066440,3634440,30
1433000,5069970,3636970,30
1434000,5073266,3639266,30
1435000,5076958,3641958,30
1436000,5080721,3644721,30
1437000,5084128,3647128,30
1438000,5087552,3649552,30
1439000,5090788,3651788,30
1440000,5094132,3654132,30
1441000,5097147,3656147,30
1442000,5100600,3658600,30
1443000,5103817,3660817,30
1444000,5107032,3663032,30
1445000,5110715,3665715,30
1446000,5113676,3667676,30
1447000,5116845,3669845,30
1448000,5121108,3673108,30
1449000,5125200,3676200,30
1450000,5129442,3679442,30
1451000,5132749,3681749,30
1452000,5136073,3684073,30
1453000,5139667,3686667,30
1454000,5142864,3688864,30
1455000,5146535,3691535,30
1456000,5149961,3693961,30
1457000,5153380,3696380,30
1458000,5156694,3698694,30
1459000,5159860,3700860,30
1460000,5162853,3702853,30
1461000,5165763,3704763,30
1462000,5169262,3707262,30
1463000,5172397,3709397,30
1464000,5175556,3711556,30
1465000,5179176,3714176,30
1466000,5182711,3716711,30
1467000,5186281,3719281,30
1468000,5190123,3722123,30
1469000,5193315,3724315,30
1470000,5197067,3727067,30
1471000,5200817,3729817,30
1472000,5204261,3732261,30
1473000,5208209,3735209,30
1474000,5212094,3738094,30
1475000,5215832,3740832,30
1476000,5219462,3743462,30
1477000,5222933,3745933,30
1478000,5226770,3748770,30
1479000,5230347,3751347,30
1480000,5233715,3753715,30
1481000,5237163,3756163,30
1482000,5240992,3758992,30
1483000,5244675,3761675,30
1484000,5248167,3764167,30
1485000,5252019,3767019,30
1486000,5255794,3769794,30
1487000,5259431,3772431,30
1488000,5263271,3775271,30
1489000,5266875,3777875,30
1490000,5270254,3780254,30
1491000,5274229,3783229,30
1492000,5277585,3785585,30
1493000,5280890,3787890,30
1494000,5284461,3790461,30
1495000,5288002,3793002,30
1496000,5291159,3795159,30
1497000,5294500,3797500,30
1498000,5297920,3799920,30
1499000,5301410,3802410,30
1500000,5304434,3804434,30
1501000,5307684,3806684,30
1502000,5310773,3808773,30
1503000,5314304,3811304,30
1504000,5317168,3813168,30
1505000,5320304,3815304,30
1506000,5323246,3817246,30
1507000,5326375,3819375,30
1508000,5329065,3821065,30
1509000,5332017,3823017,30
1510000,5334865,3824865,30
1511000,5337571,3826571,30
1512000,5340109,3828109,30
1513000,5342615,3829615,30
1514000,5346280,3832280,30
1515000,5349981,3834981,30
1516000,5353488,3837488,30
1517000,5356700,3839700,30
1518000,5360069,3842069,30
1519000,5363304,3844304,30
1520000,5366376,3846376,30
1521000,5369454,3848454,30
1522000,5372937,3850937,30
1523000,5376257,3853257,30
1524000,5379495,3855495,30
1525000,5382529,3857529,30
1526000,5385780,3859780,30
1527000,5389045,3862045,30
1528000,5391650,3863650,30
1529000,5394981,3865981,30
1530000,5398229,3868229,30
1531000,5401423,3870423,30
1532000,5404774,3872774,30
1533000,5408983,3875983,30
1534000,5413618,3879618,30
1535000,5417022,3882022,30
1536000,5420324,3884324,30
1537000,5423946,3886946,30
1538000,5427490,3889490,30
1539000,5431139,3892139,30
1540000,5434599,3894599,30
1541000,5438276,3897276,30
1542000,5441669,3899669,30
1543000,5445316,3902316,30
1544000,5448826,3904826,30
1545000,5452198,3907198,30
1546000,5455645,3909645,30
1547000,5459061,3912061,30
1548000,5462278,3914278,30
1549000,5465540,3916540,30
1550000,5469124,3919124,30
1551000,5472158,3921158,30
1552000,5475284,3923284,30
1553000,5478470,3925470,30
1554000,5481457,3927457,30
1555000,5484261,3929261,30
1556000,5487378,3931378,30
1557000,5490029,3933029,30
1558000,5492607,3934607,30
1559000,5495993,3936993,30
1560000,5499581,3939581,30
1561000,5503033,3942033,30
1562000,5506664,3944664,30
1563000,5510147,3947147,30
1564000,5513719,3949719,30
1565000,5517106,3952106,30
1566000,5520623,3954623,30
1567000,5524108,3957108,30
1568000,5527300,3959300,30
1569000,5530847,3961847,30
1570000,5534006,3964006,30
1571000,5537095,3966095,30
1572000,5540508,3968508,30
1573000,5543354,3970354,30
1574000,5546587,3972587,30
1575000,5549399,3974399,30
1576000,5552169,3976169,30
1577000,5554814,3977814,30
1578000,5557484,3979484,30
1579000,5560899,3981899,30
1580000,5563778,3983778,30
1581000,5566574,3985574,30
1582000,5569554,3987554,30
1583000,5572793,3989793,30
1584000,5575714,3991714,30
1585000,5578539,3993539,30
1586000,5581816,3995816,30
1587000,5585099,3998099,30
1588000,5588249,4000249,30
1589000,5591726,4002726,30
1590000,5595051,4005051,30
1591000,5598438,4007438,30
1592000,5601206,4009206,30
1593000,5604338,4011338,30
1594000,5607479,4013479,30
1595000,5610624,4015624,30
1596000,5613821,4017821,30
1597000,5617318,4020318,30
1598000,5620994,4022994,30
1599000,5624377,4025377,30
1600000,5627419,4027419,30
1601000,5630749,4029749,30
1602000,5634131,4032131,30
1603000,5637522,4034522,30
1604000,5640985,4036985,30
1605000,5643671,4038671,30
1606000,5646703,4040703,30
1607000,5650510,4043510,30
1608000,5654390,4046390,30
1609000,5658321,4049321,30
1610000,5661663,4051663,30
1611000,5665106,4054106,30
1612000,5668486,4056486,30
1613000,5671854,4058854,30
1614000,5675154,4061154,30
1615000,5678484,4063484,30
1616000,5681766,4065766,30
1617000,5685136,4068136,30
1618000,5688530,4070530,30
1619000,5691962,4072962,30
1620000,5695239,4075239,30
1621000,5698531,4077531,30
1622000,5701850,4079850,30
1623000,5705046,4082046,30
1624000,5708217,4084217,30
1625000,5711483,4086483,30
1626000,5714739,4088739,30
1627000,5717988,4090988,30
1628000,5721213,4093213,30
1629000,5724442,4095442,30
1630000,5727796,4097796,30
1631000,5731209,4100209,30
1632000,5734575,4102575,30
1633000,5737901,4104901,30
1634000,5741134,4107134,30
1635000,5744531,4109531,30
1636000,5747959,4111959,30
1637000,5751311,4114311,30
1638000,5754653,4116653,30
1639000,5757902,4118902,30
1640000,5761221,4121221,30
1641000,5764439,4123439,30
1642000,5767679,4125679,30
1643000,5770834,4127834,30
1644000,5774129,4130129,30
1645000,5777549,4132549,30
1646000,5780886,4134886,30
1647000,5784033,4137033,30
1648000,5787274,4139274,30
1649000,5790476,4141476,30
1650000,5793891,4143891,30
1651000,5797178,4146178,30
1652000,5800485,4148485,30
1653000,5803981,4150981,30
1654000,5807345,4153345,30
1655000,5810699,4155699,30
1656000,5814169,4158169,30
1657000,5817454,4160454,30
1658000,5820750,4162750,30
1659000,5823984,4164984,30
1660000,5827379,4167379,30
1661000,5830746,4169746,30
1662000,5834133,4172133,30
1663000,5837368,4174368,30
1664000,5840640,4176640,30
1665000,5843941,4178941,30
1666000,5847395,4181395,30
1667000,5850874,4183874,30
1668000,5854349,4186349,30
1669000,5857747,4188747,30
1670000,5861003,4191003,30
1671000,5864220,4193220,30
1672000,5867553,4195553,30
1673000,5870792,4197792,30
1674000,5874083,4200083,30
1675000,5877908,4202908,30
1676000,5881649,4205649,30
1677000,5885257,4208257,30
1678000,5888808,4210808,30
1679000,5892607,4213607,30
1680000,5896210,4216210,30
1681000,5899448,4218448,30
1682000,5902629,4220629,30
1683000,5904973,4221973,30
1684000,5907977,4223977,30
1685000,5910990,4225990,30
1686000,5914320,4228320,30
1687000,5917098,4230098,30
1688000,5920112,4232112,30
1689000,5922788,4233788,30
1690000,5925928,4235928,30
1691000,5928930,4237930,30
1692000,5931779,4239779,30
1693000,5935498,4242498,30
1694000,5938860,4244860,30
1695000,5942310,4247310,30
1696000,5945804,4249804,30
1697000,5949812,4252812,30
1698000,5953864,4255864,30
1699000,5957796,4258796,30
1700000,5961318,4261318,30
1701000,5964829,4263829,30
1702000,5968180,4266180,30
1703000,5971589,4268589,30
1704000,5975040,4271040,30
1705000,5978515,4273515,30
1706000,5981585,4275585,30
1707000,5984444,4277444,30
1708000,5987593,4279593,30
1709000,5990660,4281660,30
1710000,5993905,4283905,30
1711000,5997287,4286287,30
1712000,6000420,4288420,30
1713000,6003714,4290714,30
1714000,6007002,4293002,30
1715000,6010720,4295720,30
1716000,6013811,4297811,30
1717000,6017138,4300138,30
1718000,6020751,4302751,30
1719000,6024070,4305070,30
1720000,6027304,4307304,30
1721000,6030152,4309152,30
1722000,6033684,4311684,30
1723000,6037210,4314210,30
1724000,6040857,4316857,30
1725000,6044507,4319507,30
1726000,6047938,4321938,30
1727000,6051419,4324419,30
1728000,6054793,4326793,30
1729000,6057584,4328584,30
1730000,6060792,4330792,30
1731000,6063760,4332760,30
1732000,6067047,4335047,30
1733000,6070152,4337152,30
1734000,6073216,4339216,30
1735000,6076542,4341542,30
1736000,6079880,4343880,30
1737000,6083253,4346253,30
1738000,6086901,4348901,30
1739000,6090984,4351984,30
1740000,6094407,4354407,30
1741000,6097805,4356805,30
1742000,6101028,4359028,30
1743000,6104070,4361070,30
1744000,6107088,4363088,30
1745000,6110310,4365310,30
1746000,6113553,4367553,30
1747000,6116899,4369899,30
1748000,6119950,4371950,30
1749000,6123162,4374162,30
1750000,6126404,4376404,30
1751000,6129461,4378461,30
1752000,6132365,4380365,30
1753000,6135155,4382155,30
1754000,6138573,4384573,30
1755000,6141580,4386580,30
1756000,6144842,4388842,30
1757000,6148846,4391846,30
1758000,6152910,4394910,30
1759000,6156939,4397939,30
1760000,6160741,4400741,30
1761000,6164239,4403239,30
1762000,6167722,4405722,30
1763000,6170950,4407950,30
1764000,6174688,4410688,30
1765000,6177794,4412794,30
1766000,6181045,4415045,30
1767000,6184521,4417521,30
1768000,6188855,4420855,30
1769000,6192111,4423111,30
1770000,6196137,4426137,30
1771000,6199737,4428737,30
1772000,6202969,4430969,30
1773000,6206782,4433782,30
1774000,6209944,4435944,30
1775000,6213748,4438748,30
1776000,6217483,4441483,30
1777000,6221882,4444882,30
1778000,6226415,4448415,30
1779000,6230895,4451895,30
1780000,6234592,4454592,30
1781000,6237598,4456598,30
1782000,6241041,4459041,30
1783000,6244731,4461731,30
1784000,6247808,4463808,30
1785000,6250927,4465927,30
1786000,6254209,4468209,30
1787000,6257666,4470666,30
1788000,6260631,4472631,30
1789000,6264097,4475097,30
1790000,6267118,4477118,30
1791000,6270387,4479387,30
1792000,6273221,4481221,30
1793000,6276056,4483056,30
1794000,6279113,4485113,30
1795000,6282292,4487292,30
1796000,6285446,4489446,30
1797000,6288427,4491427,30
1798000,6291832,4493832,30
1799000,6294739,4495739,30
1800000,6297599,4497599,30
1801000,6300634,4499634,30
1802000,6303897,4501897,30
1803000,6306619,4503619,30
1804000,6309910,4505910,30
1805000,6313117,4508117,30
1806000,6316630,4510630,30
1807000,6319909,4512909,30
1808000,6323895,4515895,30
1809000,6328142,4519142,30
1810000,6331727,4521727,30
1811000,6334905,4523905,30
1812000,6338370,4526370,30
1813000,6341155,4528155,30
1814000,6344759,4530759,30
1815000,6347988,4532988,30
1816000,6351203,4535203,30
1817000,6354202,4537202,30
1818000,6357472,4539472,30
1819000,6360763,4541763,30
1820000,6363808,4543808,30
1821000,6367183,4546183,30
1822000,6370314,4548314,30
1823000,6373648,4550648,30
1824000,6376767,4552767,30
1825000,6379797,4554797,30
1826000,6383053,4557053,30
1827000,6386362,4559362,30
1828000,6389772,4561772,30
1829000,6393117,4564117,30
1830000,6395973,4565973,30
1831000,6398809,4567809,30
1832000,6402162,4570162,30
1833000,6405682,4572682,30
1834000,6409094,4575094,30
1835000,6412402,4577402,30
1836000,6416402,4580402,30
1837000,6420622,4583622,30
1838000,6424504,4586504,30
1839000,6427956,4588956,30
1840000,6431330,4591330,30
1841000,6434683,4593683,30
1842000,6438079,4596079,30
1843000,6441877,4598877,30
1844000,6445171,4601171,30
1845000,6448374,4603374,30
1846000,6451681,4605681,30
1847000,6454969,4607969,30
1848000,6458426,4610426,30
1849000,6461721,4612721,30
1850000,6464924,4614924,30
1851000,6468043,4617043,30
1852000,6471356,4619356,30
1853000,6474961,4621961,30
1854000,6478076,4624076,30
1855000,6481393,4626393,30
1856000,6484828,4628828,30
1857000,6488163,4631163,30
1858000,6492113,4634113,30
1859000,6495865,4636865,30
1860000,6499448,4639448,30
1861000,6502918,4641918,30
1862000,6506358,4644358,30
1863000,6509568,4646568,30
1864000,6512930,4648930,30
1865000,6516032,4651032,30
1866000,6518909,4652909,30
1867000,6522394,4655394,30
1868000,6526153,4658153,30
1869000,6529690,4660690,30
1870000,6533507,4663507,30
1871000,6537236,4666236,30
1872000,6541239,4669239,30
1873000,6545018,4672018,30
1874000,6548689,4674689,30
1875000,6552279,4677279,30
1876000,6555716,4679716,30
1877000,6559102,4682102,30
1878000,6562397,4684397,30
1879000,6565841,4686841,30
1880000,6568860,4688860,30
1881000,6571709,4690709,30
1882000,6575274,4693274,30
1883000,6578715,4695715,30
1884000,6581886,4697886,30
1885000,6585242,4700242,30
1886000,6588745,4702745,30
1887000,6591854,4704854,30
1888000,6594838,4706838,30
1889000,6597876,4708876,30
1890000,6600749,4710749,30
1891000,6604014,4713014,30
1892000,6607135,4715135,30
1893000,6610422,4717422,30
1894000,6614414,4720414,30
1895000,6617689,4722689,30
1896000,6620882,4724882,30
1897000,6624357,4727357,30
1898000,6627361,4729361,30
1899000,6630469,4731469,30
1900000,6633743,4733743,30
1901000,6637182,4736182,30
1902000,6640446,4738446,30
1903000,6643362,4740362,30
1904000,6646483,4742483,30
1905000,6650006,4745006,30
1906000,6653269,4747269,30
1907000,6656414,4749414,30
1908000,6659604,4751604,30
1909000,6662922,4753922,30
1910000,6666422,4756422,30
1911000,6669807,4758807,30
1912000,6673467,4761467,30
1913000,6676814,4763814,30
1914000,6679985,4765985,30
1915000,6682927,4767927,30
1916000,6686195,4770195,30
1917000,6689404,4772404,30
1918000,6692483,4774483,30
1919000,6695659,4776659,30
1920000,6698917,4778917,30
1921000,6702004,4781004,30
1922000,6705277,4783277,30
1923000,6708389,4785389,30
1924000,6711501,4787501,30
1925000,6714761,4789761,30
1926000,6717989,4791989,30
1927000,6721078,4794078,30
1928000,6724290,4796290,30
1929000,6727726,4798726,30
1930000,6731077,4801077,30
1931000,6734322,4803322,30
1932000,6737451,4805451,30
1933000,6740942,4807942,30
1934000,6744420,4810420,30
1935000,6747644,4812644,30
1936000,6750672,4814672,30
1937000,6754075,4817075,30
1938000,6757107,4819107,30
1939000,6760269,4821269,30
1940000,6763650,4823650,30
1941000,6766833,4825833,30
1942000,6770089,4828089,30
1943000,6773478,4830478,30
1944000,6776626,4832626,30
1945000,6779669,4834669,30
1946000,6782558,4836558,30
1947000,6785660,4838660,30
1948000,6788954,4840954,30
1949000,6792298,4843298,30
1950000,6795295,4845295,30
1951000,6798547,4847547,30
1952000,6801529,4849529,30
1953000,6804672,4851672,30
1954000,6807757,4853757,30
1955000,6810801,4855801,30
1956000,6813565,4857565,30
1957000,6816540,4859540,30
1958000,6819373,4861373,30
1959000,6822443,4863443,30
1960000,6824990,4864990,30
1961000,6827838,4866838,30
1962000,6831042,4869042,30
1963000,6834269,4871269,30
1964000,6837029,4873029,30
1965000,6840015,4875015,30
1966000,6843253,4877253,30
1967000,6846176,4879176,30
1968000,6849159,4881159,30
1969000,6852037,4883037,30
1970000,6855054,4885054,30
1971000,6858132,4887132,30
1972000,6860692,4888692,30
1973000,6863951,4890951,30
1974000,6867460,4893460,30
1975000,6871106,4896106,30
1976000,6875044,4899044,30
1977000,6878586,4901586,30
1978000,6881656,4903656,30
1979000,6884926,4905926,30
1980000,6888828,4908828,30
1981000,6892381,4911381,30
1982000,6895727,4913727,30
1983000,6899085,4916085,30
1984000,6902354,4918354,30
1985000,6905100,4920100,30
1986000,6908112,4922112,30
1987000,6911397,4924397,30
1988000,6914830,4926830,30
1989000,6918478,4929478,30
1990000,6921919,4931919,30
1991000,6925070,4934070,30
1992000,6928253,4936253,30
1993000,6931174,4938174,30
1994000,6934301,4940301,30
1995000,6937521,4942521,30
1996000,6940393,4944393,30
1997000,6943322,4946322,30
1998000,6945871,4947871,30
1999000,6948793,4949793,30
2000000,6952456,4952456,30
2001000,6956437,4955437,30
2002000,6959962,4957962,30
2003000,6963292,4960292,30
2004000,6966589,4962589,30
2005000,6970006,4965006,30
2006000,6973450,4967450,30
2007000,6976682,4969682,30
2008000,6980203,4972203,30
2009000,6983808,4974808,30
2010000,6986870,4976870,30
2011000,6989928,4978928,30
2012000,6993209,4981209,30
2013000,6996298,4983298,30
2014000,6999655,4985655,30
2015000,7003095,4988095,30
2016000,7006197,4990197,30
2017000,7009823,4992823,30
2018000,7012970,4994970,30
2019000,7016356,4997356,30
2020000,7019540,4999540,30
2021000,7022756,5001756,30
2022000,7026129,5004129,30
2023000,7029238,5006238,30
2024000,7032501,5008501,30
2025000,7035579,5010579,30
2026000,7038787,5012787,30
2027000,7041956,5014956,30
2028000,7045323,5017323,30
2029000,7048613,5019613,30
2030000,7051644,5021644,30
2031000,7054706,5023706,30
2032000,7057830,5025830,30
2033000,7060730,5027730,30
2034000,7063947,5029947,30
2035000,7067147,5032147,30
2036000,7070400,5034400,30
2037000,7073680,5036680,30
2038000,7076906,5038906,30
2039000,7080018,5041018,30
2040000,7083593,5043593,30
2041000,7086563,5045563,30
2042000,7089543,5047543,30
2043000,7092738,5049738,30
2044000,7096274,5052274,30
2045000,7099365,5054365,30
2046000,7102350,5056350,30
2047000,7105431,5058431,30
2048000,7108562,5060562,30
2049000,7111993,5062993,30
2050000,7115098,5065098,30
2051000,7118147,5067147,30
2052000,7121493,5069493,30
2053000,7124892,5071892,30
2054000,7128239,5074239,30
2055000,7131680,5076680,30
2056000,7135121,5079121,30
2057000,7138766,5081766,30
2058000,7142194,5084194,30
2059000,7145392,5086392,30
2060000,7148641,5088641,30
2061000,7151670,5090670,30
2062000,7154914,5092914,30
2063000,7157960,5094960,30
2064000,7161131,5097131,30
2065000,7164069,5099069,30
2066000,7167048,5101048,30
2067000,7170244,5103244,30
2068000,7173112,5105112,30
2069000,7176180,5107180,30
2070000,7179149,5109149,30
2071000,7182234,5111234,30
2072000,7185316,5113316,30
2073000,7188561,5115561,30
2074000,7191882,5117882,30
2075000,7194974,5119974,30
2076000,7198271,5122271,30
2077000,7201538,5124538,30
2078000,7204302,5126302,30
2079000,7207256,5128256,30
2080000,7210314,5130314,30
2081000,7213415,5132415,30
2082000,7216509,5134509,30
2083000,7219685,5136685,30
2084000,7222826,5138826,30
2085000,7225959,5140959,30
2086000,7229093,5143093,30
2087000,7232387,5145387,30
2088000,7235597,5147597,30
2089000,7238745,5149745,30
2090000,7241849,5151849,30
2091000,7245011,5154011,30
2092000,7248286,5156286,30
2093000,7251519,5158519,30
2094000,7254546,5160546,30
2095000,7257595,5162595,30
2096000,7260786,5164786,30
2097000,7263948,5166948,30
2098000,7267119,5169119,30
2099000,7270255,5171255,30
2100000,7273132,5173132,30
2101000,7276276,5175276,30
2102000,7279462,5177462,30
2103000,7282478,5179478,30
2104000,7285575,5181575,30
2105000,7288663,5183663,30
2106000,7291722,5185722,30
2107000,7294782,5187782,30
2108000,7297928,5189928,30
2109000,7300996,5191996,30
2110000,7304089,5194089,30
2111000,7307184,5196184,30
2112000,7310173,5198173,30
